ans,label
"-185.61164401743372,-231.50900852680206","-274.0,280.0"
"-203.3752808811689,243.19159355418222","-274.0,280.0"
"-203.13323881416275,243.03003130652448","-274.0,280.0"
"-270.1781885797274,277.8808849793982","-274.0,280.0"
"-269.2517302121038,276.8185865160648","-274.0,280.0"
"-188.54051101434618,235.4702989786245","-274.0,280.0"
"-268.5458788490286,276.55217324092473","-274.0,280.0"
"-268.304907839124,276.8280473392069","-274.0,280.0"
"18.14246286641331,127.59258522560475","-274.0,280.0"
"-256.84411338851027,266.3771335325873","-274.0,280.0"
"-265.8242981909162,275.4393065655694","-274.0,280.0"
"-205.20335371480678,243.9636543403778","-274.0,280.0"
"202.8483859811231,26.923820646465174","-274.0,280.0"
"226.13687871012587,-310.49262786808686","-274.0,280.0"
"-36.93708326711476,-147.61337345157517","-274.0,280.0"
"-102.6774235863453,132.1586619473766","-274.0,280.0"
"-154.94748500069045,178.17251022021082","-274.0,280.0"
"263.05586764310823,0.23098681123574283","-274.0,280.0"
"-259.25464537347943,272.26214984773213","263.5,280.0"
"263.48577825621726,62.27543283699481","263.5,280.0"
"263.49951173740436,277.3132800531191","263.5,280.0"
"136.23935290239788,-241.97406030073762","263.5,280.0"
"263.49992264560575,276.86708971843177","263.5,280.0"
"-14.088347157929093,-90.42587200552225","263.5,280.0"
"-50.63663393747993,-62.671031296253204","263.5,280.0"
"-3.476417080964893,8.808738797903061","263.5,280.0"
"263.4999958321561,278.9506714986707","263.5,280.0"
"263.49806719869616,255.55521973168464","263.5,280.0"
"263.49932015200363,260.0330269908651","263.5,280.0"
"263.49916439296425,268.64110726278676","263.5,280.0"
"263.50000704621766,279.1804752710977","263.5,280.0"
"261.7556814126774,175.67041356557456","263.5,280.0"
"263.4822083501982,104.9522294496289","263.5,280.0"
"263.49476055748517,208.34987542743326","263.5,280.0"
"263.4938614290799,-246.49044908032596","263.5,280.0"
"263.49307336065385,221.1771161241217","263.5,280.0"
"263.50000540206406,279.9456213505287","263.5,280.0"
"263.4977659338215,210.24043340129816","263.5,280.0"
"263.4912807162136,-72.13793717423118","263.5,280.0"
"263.48185007772474,219.44716380656996","263.5,280.0"
"263.49999570997636,278.68275349052414","263.5,280.0"
"263.3784585184372,249.31430957056637","263.5,280.0"
"263.05226860597713,225.1935056281436","263.5,280.0"
"263.4482846581051,-288.0188192718649","263.5,280.0"
"263.49695796379655,158.69105474673293","263.5,280.0"
"263.4987595574348,256.43121718758283","263.5,280.0"
"263.49131655662177,159.72761678418675","263.5,280.0"
"263.4998595535325,269.1019154242394","263.5,280.0"
"-273.8324366305495,3.60393153186955e-12","-274.0,0.0"
"-273.9674537436697,2.317805230401192e-13","-274.0,0.0"
"-273.9982162288277,1.2024167174959166e-15","-274.0,0.0"
"-273.9958882126416,9.693853495612688e-15","-274.0,0.0"
"-273.9964207521002,2.3842648129031203e-15","-274.0,0.0"
"-273.9569962411603,1.6313957331117387e-12","-274.0,0.0"
"-273.91247387764656,1.0187972098418077e-11","-274.0,0.0"
