ans,label
"-28.39426625685519,-124.86445957841352","-274.0,280.0"
"240.49365287448103,11.971676073354374","-274.0,280.0"
"110.97391925141129,79.42147781307648","-274.0,280.0"
"-210.37054116055805,246.76325551838212","-274.0,280.0"
"-262.2537227583023,273.79423273470536","-274.0,280.0"
"218.7196186814043,23.314550583868538","-274.0,280.0"
"-261.62569301684726,272.56588111257514","-274.0,280.0"
"-180.6706874840128,231.27857049870704","-274.0,280.0"
"223.47740490221602,20.80890328894739","-274.0,280.0"
"-192.00667796645698,237.1979573141325","-274.0,280.0"
"-250.65227399030897,267.22042504051797","-274.0,280.0"
"178.01644598888305,44.48736440240691","-274.0,280.0"
"260.30816149619795,1.6295521691085888","-274.0,280.0"
"259.6524928913563,-312.67817356064916","-274.0,280.0"
"-179.70225892331518,202.84450813360309","-274.0,280.0"
"-269.14946904466655,277.36683076486315","-274.0,280.0"
"-185.12546046133048,233.55085667653697","-274.0,280.0"
"263.0286853708427,0.00022284084403649288","-274.0,280.0"
"81.93905704373827,94.54230409396526","263.5,280.0"
"263.4993148213773,257.4283989890679","263.5,280.0"
"263.49970808573687,277.95943609590836","263.5,280.0"
"-204.6372614085849,176.24829184263945","263.5,280.0"
"263.49873134550694,247.0914354240491","263.5,280.0"
"-23.444595866603777,-56.89492191374302","263.5,280.0"
"85.84945523110218,48.343569964170456","263.5,280.0"
"-19.21624323539436,65.59523442387581","263.5,280.0"
"263.5000038395922,279.9094003833637","263.5,280.0"
"263.4998739698779,274.5529332515047","263.5,280.0"
"263.4999238093829,274.455923260342","263.5,280.0"
"263.27837319258134,-218.82556981653033","263.5,280.0"
"263.50000812027105,279.95608086153584","263.5,280.0"
"38.19118825928308,-169.77919048070908","263.5,280.0"
"263.4998499036917,271.13552403561164","263.5,280.0"
"263.49991746679314,273.6551401496618","263.5,280.0"
"263.4990210522988,79.79138572728169","263.5,280.0"
"263.499432143942,265.89358022600106","263.5,280.0"
"263.49998881652203,279.9911886494403","263.5,280.0"
"263.49994504104063,272.2642750656517","263.5,280.0"
"263.49987633131605,258.4613030390982","263.5,280.0"
"263.490953532594,233.49769458992068","263.5,280.0"
"263.49999034427776,279.4669401955424","263.5,280.0"
"183.9000385388499,-83.5746119916439","263.5,280.0"
"129.48801054339856,-144.78410518169403","263.5,280.0"
"263.49989195795416,253.60454151469014","263.5,280.0"
"263.49997512253657,273.9342754903272","263.5,280.0"
"263.49982451418236,272.5814027116412","263.5,280.0"
"263.4989589410851,246.79583242954698","263.5,280.0"
"263.4999785602702,278.6399051842284","263.5,280.0"
"-273.9816213772956,1.7296864940454e-14","-274.0,0.0"
"-273.9935896143197,5.4506994162142e-16","-274.0,0.0"
"-273.9962705513874,9.080965564622739e-17","-274.0,0.0"
"-273.99769951429994,1.1589817925167752e-16","-274.0,0.0"
"-273.9967907334378,7.93797949900308e-17","-274.0,0.0"
"-273.9873247553023,1.1454162097295554e-14","-274.0,0.0"
"-273.9761516377821,2.1486977796192736e-14","-274.0,0.0"
"-273.9913420469802,1.054644914577506e-16","-274.0,0.0"
"-273.9923615930038,1.5366897445178025e-16","-274.0,0.0"
"-273.9948168984665,3.709202735429702e-16","-274.0,0.0"
"-273.96752940247467,4.825182945388127e-14","-274.0,0.0"
"-273.99280950876073,1.350702266137396e-15","-274.0,0.0"
"-273.92066531935427,8.716738771104767e-14","-274.0,0.0"
"-273.99480297061973,4.990420738964003e-16","-274.0,0.0"
"-273.9938998572843,2.4391927839255198e-15","-274.0,0.0"
"-273.96706331775204,4.247184275770366e-15","-274.0,0.0"
"-273.9890941460453,6.760055730728366e-15","-274.0,0.0"
"-273.9946109840939,2.0270982511349532e-16","-274.0,0.0"
"226.15296300033467,19.451031903650858","263.5,0.0"
"-262.1540784709472,273.1989439246802","263.5,0.0"
"-156.05067996684824,-105.19698144519634","263.5,0.0"
