ans,label
"95.95205,92.06905","-274.0,280.0"
"-136.6754,309.16443","-274.0,280.0"
"-251.9027,332.25516","-274.0,280.0"
"-260.58762,229.557","-274.0,280.0"
"-282.94797,292.94174","-274.0,280.0"
"-296.75293,157.28506","-274.0,280.0"
"-258.91412,159.8057","-274.0,280.0"
"-136.31209,138.41312","-274.0,280.0"
"-82.34504,21.456615","-274.0,280.0"
"-321.4171,337.55762","-274.0,280.0"
"-226.8066,298.25397","-274.0,280.0"
"258.76132,264.35983","263.5,280.0"
"260.98538,278.52438","263.5,280.0"
"265.19745,294.89313","263.5,280.0"
"275.2196,303.2014","263.5,280.0"
"265.7285,279.84833","263.5,280.0"
"258.77667,275.4424","263.5,280.0"
"251.105,278.56985","263.5,280.0"
"262.82138,277.5321","263.5,280.0"
"267.75412,256.39578","263.5,280.0"
"295.6524,188.24368","263.5,280.0"
"267.51398,275.51532","263.5,280.0"
"272.49606,251.69174","263.5,280.0"
"261.6545,273.10025","263.5,280.0"
"273.23016,287.49182","263.5,280.0"
"266.17834,254.5209","263.5,280.0"
"267.72092,247.98892","263.5,280.0"
"272.76764,244.07748","263.5,280.0"
"-281.99152,-5.446488","-274.0,0.0"
"-283.98468,-5.240418","-274.0,0.0"
"-281.75827,-6.118485","-274.0,0.0"
"-276.7669,-3.941853","-274.0,0.0"
"-277.16287,-4.3016057","-274.0,0.0"
"-278.20953,-1.9884915","-274.0,0.0"
"-276.7669,-3.941853","-274.0,0.0"
"-277.68216,-4.3251386","-274.0,0.0"
"-283.73965,-2.9953847","-274.0,0.0"
"-208.86761,6.8283267","-274.0,0.0"
"-297.0509,131.1472","263.5,0.0"
"38.916763,123.537346","263.5,0.0"
"-278.06973,-2.9482923","263.5,0.0"
"-191.37895,-90.011444","263.5,0.0"
"-314.68985,129.15363","263.5,0.0"
"-310.7533,60.76037","263.5,0.0"
"-184.56548,-166.24701","263.5,0.0"
"-241.51012,227.38274","263.5,0.0"
"-139.95876,178.90154","263.5,0.0"
"-220.94304,-295.1084","263.5,0.0"
"-104.56643,34.89799","263.5,0.0"
"-306.6543,67.46595","263.5,0.0"
"-241.51015,227.38269","263.5,0.0"
"-237.62323,215.61394","263.5,0.0"
"-257.06567,-319.03543","-274.0,-317.0"
"-241.14082,-304.38293","-274.0,-317.0"
"-248.7885,-311.1035","-274.0,-317.0"
"-187.09557,-232.73466","-274.0,-317.0"
"-318.56235,-321.3975","-274.0,-317.0"
"-262.3327,-324.81317","-274.0,-317.0"
"-281.69452,-338.04297","-274.0,-317.0"
"-267.93747,-325.3789","-274.0,-317.0"
"-243.05649,-291.88727","-274.0,-317.0"
"-224.33304,-270.20615","-274.0,-317.0"
"-246.47015,-294.33466","-274.0,-317.0"
"-235.42786,-305.2617","-274.0,-317.0"
"-222.61404,-293.84134","-274.0,-317.0"
"-222.74025,-304.6654","-274.0,-317.0"
"-235.30194,-289.43365","-274.0,-317.0"
"-274.8483,-345.38748","-274.0,-317.0"
"-284.8301,-269.0379","-274.0,-317.0"
"-229.25758,-293.86844","-274.0,-317.0"
"-263.4845,-308.7478","-274.0,-317.0"
"-226.94928,-269.85455","-274.0,-317.0"
"-215.45169,-275.9596","-274.0,-317.0"
"-175.44145,-280.7874","-274.0,-317.0"
"-235.03671,-269.17734","-274.0,-317.0"
"-275.88876,-343.0662","-274.0,-317.0"
"-191.55309,-292.53632","-274.0,-317.0"
"-199.53766,-255.71585","-274.0,-317.0"
"-225.77455,-272.86536","-274.0,-317.0"
"-269.52676,-342.3531","-274.0,-317.0"
"-248.77902,-288.0749","-274.0,-317.0"
"-290.3635,-282.36786","-274.0,-317.0"
"-242.39284,-296.6786","-274.0,-317.0"
"-247.46535,-321.14404","-274.0,-317.0"
"-200.62445,-273.93893","-274.0,-317.0"
"-221.3798,-272.5867","-274.0,-317.0"
"-359.69742,-332.78696","-274.0,-317.0"
"-219.69711,-282.83987","-274.0,-317.0"
"-274.77826,-331.95233","-274.0,-317.0"
"-248.27925,-336.6104","-274.0,-317.0"
"281.83575,-284.69","263.5,-317.0"
"277.88562,-288.18225","263.5,-317.0"
"266.47745,-300.20187","263.5,-317.0"
"294.3355,-357.76123","263.5,-317.0"
"257.46246,-296.20273","263.5,-317.0"
"294.3419,-298.26105","263.5,-317.0"
"278.0445,89.45025","263.5,-317.0"
"256.85028,126.639824","263.5,-317.0"
"261.64337,-295.38196","263.5,-317.0"
"275.81796,-313.50143","263.5,-317.0"
"285.95312,-306.14233","263.5,-317.0"
"277.02353,-275.11078","263.5,-317.0"
"272.6073,-251.8145","263.5,-317.0"
"279.6082,-295.39633","263.5,-317.0"
"267.06888,-211.80894","263.5,-317.0"
"295.24316,-107.994576","263.5,-317.0"
"274.96432,-370.71115","263.5,-317.0"
"289.99036,-291.37378","263.5,-317.0"
"241.56514,-291.06476","263.5,-317.0"
"274.83557,13.406306","263.5,-317.0"
"290.22382,-270.84778","263.5,-317.0"
"282.89157,-288.93005","263.5,-317.0"
"276.36612,-150.44716","263.5,-317.0"
"257.94955,-262.57922","263.5,-317.0"
"294.26172,-305.85205","263.5,-317.0"
"271.68805,126.10761","263.5,-317.0"
"279.55167,114.097115","263.5,-317.0"
"278.62708,-277.26117","263.5,-317.0"
"294.92847,-320.47516","263.5,-317.0"
"232.72853,-244.33592","263.5,-317.0"
"272.94675,60.753902","263.5,-317.0"
"271.58487,50.55621","263.5,-317.0"
"268.35022,52.703274","263.5,-317.0"
"245.46611,-226.8536","263.5,-317.0"
"273.71124,-371.51453","263.5,-317.0"
"281.95792,-334.35803","263.5,-317.0"
"272.1639,-342.52856","263.5,-317.0"
"264.12888,-281.94714","263.5,-317.0"
"269.38382,-243.34607","263.5,-317.0"
"259.146,-373.2049","263.5,-317.0"
"262.5179,-279.79202","263.5,-317.0"
"274.2575,-326.33728","263.5,-317.0"
"277.7427,-307.5956","263.5,-317.0"
"270.02982,-262.73233","263.5,-317.0"
"284.985,-311.6955","263.5,-317.0"
"271.53607,-332.8388","263.5,-317.0"
"288.20285,-342.60663","263.5,-317.0"
"279.43442,-310.17877","263.5,-317.0"
"261.31097,-321.9359","263.5,-317.0"
"277.62033,-296.32056","263.5,-317.0"
"274.98007,-249.54341","263.5,-317.0"
"281.48685,-141.71848","263.5,-317.0"
"284.1716,-301.69794","263.5,-317.0"
"299.41974,-346.07462","263.5,-317.0"
"271.90466,-190.17996","263.5,-317.0"
