ans,label
"180.49762,56.822735","-274.0,280.0"
"-236.41208,304.03412","-274.0,280.0"
"-308.98572,259.7238","-274.0,280.0"
"-255.75403,244.82759","-274.0,280.0"
"-282.2001,296.85486","-274.0,280.0"
"-163.56494,171.18575","-274.0,280.0"
"-237.60712,262.9901","-274.0,280.0"
"-184.8329,191.55424","-274.0,280.0"
"-165.70967,279.46793","-274.0,280.0"
"-199.24182,303.29758","-274.0,280.0"
"-153.51196,221.97128","-274.0,280.0"
"247.63634,248.55876","263.5,280.0"
"253.19293,260.58054","263.5,280.0"
"241.37498,312.5963","263.5,280.0"
"268.923,311.1904","263.5,280.0"
"267.68643,245.4494","263.5,280.0"
"238.46129,239.44955","263.5,280.0"
"227.71982,300.45248","263.5,280.0"
"241.76881,236.9651","263.5,280.0"
"260.96692,187.04915","263.5,280.0"
"273.7442,115.134","263.5,280.0"
"257.44232,261.5635","263.5,280.0"
"251.51263,179.50365","263.5,280.0"
"249.39941,243.57527","263.5,280.0"
"260.60034,230.705","263.5,280.0"
"253.08026,211.2664","263.5,280.0"
"261.62527,163.97946","263.5,280.0"
"244.71817,182.94313","263.5,280.0"
"-262.43628,14.433617","-274.0,0.0"
"-263.2326,13.9614105","-274.0,0.0"
"-262.44867,13.759716","-274.0,0.0"
"-261.1598,14.071072","-274.0,0.0"
"-261.43774,13.624054","-274.0,0.0"
"-262.14813,14.174839","-274.0,0.0"
"-261.1598,14.071072","-274.0,0.0"
"-261.35175,14.3713455","-274.0,0.0"
"-263.7201,14.480267","-274.0,0.0"
"-191.38022,-48.14653","-274.0,0.0"
"-234.26628,211.6235","263.5,0.0"
"-97.5038,32.92908","263.5,0.0"
"-267.78806,-66.944595","263.5,0.0"
"-211.4831,-66.86939","263.5,0.0"
"-289.54794,238.38626","263.5,0.0"
"-263.12015,73.50549","263.5,0.0"
"-185.21321,-119.95734","263.5,0.0"
"-231.21924,227.5324","263.5,0.0"
"-158.56964,126.32205","263.5,0.0"
"-183.1814,-241.92061","263.5,0.0"
"-217.75626,-105.08861","263.5,0.0"
"-243.36206,158.64294","263.5,0.0"
"-231.21921,227.53236","263.5,0.0"
"-172.78818,267.97946","263.5,0.0"
"-187.1099,-250.49376","-274.0,-317.0"
"-191.33081,-249.24503","-274.0,-317.0"
"-195.06676,-260.72015","-274.0,-317.0"
"-159.83768,-266.90265","-274.0,-317.0"
"-238.35455,-271.02975","-274.0,-317.0"
"-192.33582,-260.19934","-274.0,-317.0"
"-194.62444,-256.90228","-274.0,-317.0"
"-193.13,-258.60553","-274.0,-317.0"
"-185.73346,-244.92522","-274.0,-317.0"
"-170.32666,-220.31494","-274.0,-317.0"
"-182.29456,-230.18735","-274.0,-317.0"
"-190.85162,-257.22723","-274.0,-317.0"
"-180.25043,-243.038","-274.0,-317.0"
"-188.89642,-260.34656","-274.0,-317.0"
"-182.12985,-253.63069","-274.0,-317.0"
"-225.17609,-247.90475","-274.0,-317.0"
"-234.63416,-270.65814","-274.0,-317.0"
"-187.27167,-244.11804","-274.0,-317.0"
"-184.5526,-244.01503","-274.0,-317.0"
"-191.65076,-206.33089","-274.0,-317.0"
"-182.73074,-239.79132","-274.0,-317.0"
