ans,label
"-7.286805,225.39795","-274.0,280.0"
"-233.49854,313.15387","-274.0,280.0"
"-205.41539,277.19003","-274.0,280.0"
"-258.51776,300.2581","-274.0,280.0"
"-278.37772,302.94086","-274.0,280.0"
"-293.66733,256.68784","-274.0,280.0"
"-118.74849,354.58038","-274.0,280.0"
"61.50533,147.28998","-274.0,280.0"
"-4.943307,247.26219","-274.0,280.0"
"-205.90031,112.91402","-274.0,280.0"
"-168.39523,291.93604","-274.0,280.0"
"202.92139,208.42679","263.5,280.0"
"175.97647,193.30238","263.5,280.0"
"278.38928,257.0635","263.5,280.0"
"284.70328,266.8033","263.5,280.0"
"254.18274,226.875","263.5,280.0"
"232.71663,217.82468","263.5,280.0"
"279.96188,259.0504","263.5,280.0"
"211.72807,147.81268","263.5,280.0"
"189.9408,184.09189","263.5,280.0"
"151.99286,22.116339","263.5,280.0"
"240.2844,236.2469","263.5,280.0"
"171.24025,64.18791","263.5,280.0"
"210.57208,214.6749","263.5,280.0"
"270.59055,150.54248","263.5,280.0"
"210.63737,173.1328","263.5,280.0"
"169.88539,138.13625","263.5,280.0"
"198.24751,97.337944","263.5,280.0"
"-272.7194,4.690164","-274.0,0.0"
"-281.11435,2.0198152","-274.0,0.0"
"-274.24545,7.583017","-274.0,0.0"
"-250.64993,-19.330976","-274.0,0.0"
"-259.56058,-20.513517","-274.0,0.0"
"-267.71893,-13.111837","-274.0,0.0"
"-253.109,-22.675932","-274.0,0.0"
"-250.9054,-29.771032","-274.0,0.0"
"-283.0076,7.132074","-274.0,0.0"
"36.4045,-222.92683","-274.0,0.0"
"-205.12108,63.3282","263.5,0.0"
"-197.57178,-220.25058","263.5,0.0"
"-192.52138,-244.42108","263.5,0.0"
"-153.18292,-208.4693","263.5,0.0"
"-194.8523,-143.90836","263.5,0.0"
"-180.40608,-192.96976","263.5,0.0"
"-208.47087,-245.62607","263.5,0.0"
"-272.92746,-60.521233","263.5,0.0"
"-109.51775,-208.62148","263.5,0.0"
"-244.71414,-303.6201","263.5,0.0"
"-284.60825,-199.6061","263.5,0.0"
"-154.86621,-200.50934","263.5,0.0"
"-171.81787,18.030512","263.5,0.0"
"-83.62751,108.47131","263.5,0.0"
"-219.1117,-300.42807","-274.0,-317.0"
"-265.44916,-307.3998","-274.0,-317.0"
"-242.78873,-298.0997","-274.0,-317.0"
"-196.92561,-286.5587","-274.0,-317.0"
"-250.00128,-295.31778","-274.0,-317.0"
"-256.27304,-313.37015","-274.0,-317.0"
"-229.94629,-296.6388","-274.0,-317.0"
"-245.2034,-316.20444","-274.0,-317.0"
"-261.02463,-307.7963","-274.0,-317.0"
"-176.30853,-261.9955","-274.0,-317.0"
"-222.83781,-308.97327","-274.0,-317.0"
"-254.05771,-308.5816","-274.0,-317.0"
"-246.7543,-303.67566","-274.0,-317.0"
"-247.41174,-301.28162","-274.0,-317.0"
"-241.20294,-292.53378","-274.0,-317.0"
"-208.39667,-342.89798","-274.0,-317.0"
"-207.10147,-180.99692","-274.0,-317.0"
"-229.89284,-310.14954","-274.0,-317.0"
"-231.17648,-277.8015","-274.0,-317.0"
"-209.72462,-299.65146","-274.0,-317.0"
"-254.27179,-304.7379","-274.0,-317.0"
"-179.6167,-249.72903","-274.0,-317.0"
"-243.7951,-290.74094","-274.0,-317.0"
"-253.05583,-305.59625","-274.0,-317.0"
"-266.27777,-306.90463","-274.0,-317.0"
"-237.7001,-277.19305","-274.0,-317.0"
"-232.28429,-303.78778","-274.0,-317.0"
"-143.89742,-325.7478","-274.0,-317.0"
"-159.68979,-238.30067","-274.0,-317.0"
"-253.24751,-299.8446","-274.0,-317.0"
"-236.8913,-299.56552","-274.0,-317.0"
"-246.828,-290.74402","-274.0,-317.0"
"-255.6609,-311.01852","-274.0,-317.0"
"-255.76218,-304.16092","-274.0,-317.0"
"-56.921524,-348.29404","-274.0,-317.0"
"-176.56317,-265.97894","-274.0,-317.0"
"-236.30371,-291.48984","-274.0,-317.0"
"-54.613846,-234.33626","-274.0,-317.0"
"42.93216,-288.12906","0.0,-317.0"
"9.027097,-325.58856","0.0,-317.0"
"31.539503,-314.775","0.0,-317.0"
"-20.41338,-307.29507","0.0,-317.0"
"28.074709,-317.4186","0.0,-317.0"
"12.428629,-215.90427","0.0,-317.0"
"101.66363,-245.16026","0.0,-317.0"
"148.83267,-128.05345","0.0,-317.0"
"10.887264,-318.30832","0.0,-317.0"
"-13.513742,-331.4294","0.0,-317.0"
"2.1213903,-319.24872","0.0,-317.0"
"11.279235,-311.26123","0.0,-317.0"
"37.286915,-286.017","0.0,-317.0"
"8.161702,-316.32852","0.0,-317.0"
"195.87985,-72.76452","0.0,-317.0"
"73.0597,-314.68338","0.0,-317.0"
"8.456366,-334.437","0.0,-317.0"
"17.056309,-346.22266","0.0,-317.0"
"25.55137,-179.41052","0.0,-317.0"
"63.832237,-84.82452","0.0,-317.0"
"44.946854,-209.31828","0.0,-317.0"
"219.52484,110.862595","0.0,-317.0"
"65.513245,-287.18942","0.0,-317.0"
"32.798435,-238.82773","0.0,-317.0"
"66.915276,-195.96094","0.0,-317.0"
"268.39752,240.2412","0.0,-317.0"
"176.55278,34.545303","0.0,-317.0"
"-2.52668,-327.623","0.0,-317.0"
"85.595634,-266.79745","0.0,-317.0"
"165.80551,89.26136","0.0,-317.0"
"145.32724,-149.53372","0.0,-317.0"
"198.10854,0.74041146","0.0,-317.0"
"17.416155,-219.73337","0.0,-317.0"
"15.787008,-294.59604","0.0,-317.0"
"66.17298,-219.53398","0.0,-317.0"
"157.90256,-255.25955","0.0,-317.0"
"58.51169,-260.38147","0.0,-317.0"
"-11.089486,-291.3379","0.0,-317.0"
"28.772354,-289.64496","0.0,-317.0"
"3.2263298,-330.887","0.0,-317.0"
"80.579056,-255.32948","0.0,-317.0"
"9.5271015,-325.82355","0.0,-317.0"
"-1.9141703,-310.32248","0.0,-317.0"
"65.056885,-304.8973","0.0,-317.0"
"-2.212926,-319.45316","0.0,-317.0"
"39.202507,-326.15836","0.0,-317.0"
"0.14615534,-347.83054","0.0,-317.0"
"3.769803,-307.33258","0.0,-317.0"
"10.070722,-308.90253","0.0,-317.0"
"5.223544,-313.9171","0.0,-317.0"
"133.52646,-88.01975","0.0,-317.0"
"96.15004,-296.71564","0.0,-317.0"
"19.039326,-318.12408","0.0,-317.0"
"51.846024,-309.81805","0.0,-317.0"
"325.2027,288.08688","0.0,-317.0"
"266.8928,106.918365","0.0,-317.0"
"64.502686,-188.63716","263.5,-317.0"
"-50.25445,-83.1466","263.5,-317.0"
"236.31494,-301.0846","263.5,-317.0"
"263.602,-236.1821","263.5,-317.0"
"266.6339,-147.9621","263.5,-317.0"
"270.01105,-325.7809","263.5,-317.0"
"267.46286,-324.9696","263.5,-317.0"
"262.73895,-322.49423","263.5,-317.0"
"263.57913,-319.76077","263.5,-317.0"
"255.48613,-304.87286","263.5,-317.0"
"266.20334,-294.64627","263.5,-317.0"
