ans,label
"-241.96500593721544,-288.8208941684861","-274.0,280.0"
"-254.80334768333245,269.9581868861246","-274.0,280.0"
"-229.75431927853262,256.712502470801","-274.0,280.0"
"-266.82124730024395,275.1603265175841","-274.0,280.0"
"-269.51931727672144,276.5078589630989","-274.0,280.0"
"-119.14951656787352,199.29149417777066","-274.0,280.0"
"-267.29939868192486,275.19519693506254","-274.0,280.0"
"-269.1016522689995,277.09583261014717","-274.0,280.0"
"242.45845987247364,10.882452180555276","-274.0,280.0"
"-247.28155997409533,252.6308425665975","-274.0,280.0"
"-255.05865587005957,264.3800558590765","-274.0,280.0"
"-243.92670299457168,263.63921249656676","-274.0,280.0"
"-11.3966688386663,-161.9216302575078","-274.0,280.0"
"108.24299027220212,-293.20308492030017","-274.0,280.0"
"-78.46232244481507,-178.428563057445","-274.0,280.0"
"104.32651795267034,-210.3317149351351","-274.0,280.0"
"-219.5767332120247,241.248564930047","-274.0,280.0"
"250.38613571180497,6.827607403322565","-274.0,280.0"
"-257.69896636509736,270.13933932774626","263.5,280.0"
"263.4660930377113,178.62501709318076","263.5,280.0"
"263.4963860857798,277.0612512095804","263.5,280.0"
"71.2308643731526,-213.66092629730701","263.5,280.0"
"263.49096095898193,235.0645147731243","263.5,280.0"
"-82.04294454143383,-151.858717918396","263.5,280.0"
"130.5761982333206,13.650342643260956","263.5,280.0"
"150.90776330488734,11.520436391234398","263.5,280.0"
"263.500012875468,279.6443250842624","263.5,280.0"
"263.4894897588664,243.25901678566584","263.5,280.0"
"263.47669151007256,159.13406086555756","263.5,280.0"
"262.877762200466,-10.69170575037424","263.5,280.0"
"263.4999720340216,279.4701004078976","263.5,280.0"
"206.27032711583888,52.09930082876235","263.5,280.0"
"263.4459386013843,66.54081150493789","263.5,280.0"
"263.4820484960641,200.35998168812182","263.5,280.0"
"263.48552859844204,-247.1561688860363","263.5,280.0"
"263.4803769539529,232.52773203772495","263.5,280.0"
"263.4999904540168,279.9243612519843","263.5,280.0"
"263.48905312046224,202.23249248663612","263.5,280.0"
"263.4559149935654,-196.06038411411367","263.5,280.0"
"263.3868075204928,193.24536330621777","263.5,280.0"
"263.4997258682289,278.1024441768925","263.5,280.0"
"254.349988063379,179.33315833780216","263.5,280.0"
"219.58889712226664,83.64843487553298","263.5,280.0"
"263.45023135785794,-242.56003100057308","263.5,280.0"
"263.4952663253446,228.1318242582926","263.5,280.0"
"263.44349525312913,154.91944884793156","263.5,280.0"
"263.245996561133,-159.6299681563396","263.5,280.0"
"263.4993390087309,273.05280633515537","263.5,280.0"
"-273.91534787715176,5.3524436052153106e-12","-274.0,0.0"
