ans,label
"259.6863979340456,1.8952446491605415","-274.0,280.0"
"237.5588525910031,13.512986600343448","-274.0,280.0"
"-271.06519891640886,278.4711764997558","-274.0,280.0"
"-273.79952923698835,279.8955563354985","-274.0,280.0"
"-273.0640827031076,279.51232072222876","-274.0,280.0"
"-270.2308206961051,278.0365202428773","-274.0,280.0"
"-273.52620365204115,279.75316853669597","-274.0,280.0"
"-272.90893928952556,279.43159159848466","-274.0,280.0"
"-273.53530028225396,279.75791845808675","-274.0,280.0"
"-272.4837339968397,279.20919793434297","-274.0,280.0"
"-108.05914674136642,-206.93570596146535","-274.0,280.0"
"-271.89768129084774,278.90484798356454","-274.0,280.0"
"257.2376393822425,3.2621764764189107","-274.0,280.0"
"-273.6604784314708,-316.8080278161868","-274.0,280.0"
"-195.21311484056986,238.95152268340166","-274.0,280.0"
"194.23234090065273,36.082917105756025","-274.0,280.0"
"-251.70865949091132,268.38029822570417","-274.0,280.0"
"262.00417165235365,0.7790435757485751","-274.0,280.0"
"-273.82802888770334,279.91040732662424","263.5,280.0"
"263.50001897584326,278.59620568673705","263.5,280.0"
"263.5000145863684,279.9979188911934","263.5,280.0"
"263.4999849889016,279.74374569215036","263.5,280.0"
"263.50001552134796,279.92277279079076","263.5,280.0"
"263.50000005700264,279.9999999314239","263.5,280.0"
"263.50000002030373,279.999999975574","263.5,280.0"
"263.49998749212676,279.92600061957114","263.5,280.0"
"263.50000802308034,279.99949218501706","263.5,280.0"
"263.4999966134056,279.5003700107342","263.5,280.0"
"263.4999871213007,279.9738279353751","263.5,280.0"
"263.50000934303506,279.8436070867492","263.5,280.0"
"263.4999945058949,279.9813619600212","263.5,280.0"
"263.49997805459117,279.768299498792","263.5,280.0"
"263.49993062901655,258.9852474725294","263.5,280.0"
"263.4999849120593,279.703051072104","263.5,280.0"
"263.49999932116265,-314.0814969637802","263.5,280.0"
"263.4996699473553,275.67146251948947","263.5,280.0"
"263.50000191862966,279.98142323509677","263.5,280.0"
"263.499976213559,274.16228352040844","263.5,280.0"
"263.4999619519932,267.6662720230579","263.5,280.0"
"263.4999798305246,279.6462121161969","263.5,280.0"
"263.49998827914504,279.91235146022365","263.5,280.0"
"263.50001418826196,279.99955594715567","263.5,280.0"
"263.5000021830749,279.15258116014905","263.5,280.0"
