ans,label
"67.72094,76.55468","-274.0,280.0"
"34.71643,247.21452","263.5,280.0"
"258.34003,232.85278","263.5,280.0"
"-321.14594,-4.022714","-274.0,0.0"
"-206.479,60.011787","263.5,0.0"
"-213.86258,88.774956","263.5,0.0"
"-203.68355,-238.36603","-274.0,-317.0"
"-241.47304,-276.22693","-274.0,-317.0"
"-303.9612,-360.511","-274.0,-317.0"
"-225.79988,-281.44754","-274.0,-317.0"
"-274.7767,-319.21857","-274.0,-317.0"
"-282.5394,-357.40176","-274.0,-317.0"
"258.0978,-322.2074","263.5,-317.0"
"232.11555,-229.90456","263.5,-317.0"
"233.01537,-245.4506","263.5,-317.0"
"258.48727,-263.01407","263.5,-317.0"
"136.09222,-77.76072","263.5,-317.0"
"247.31468,-60.994225","263.5,-317.0"
"229.72197,-247.17195","263.5,-317.0"
"261.34253,-300.63434","263.5,-317.0"
"203.67004,-191.70718","263.5,-317.0"
