ans,label
"52.9731619018097,-98.59111026441678","-274.0,280.0"
"-158.2478798120907,219.5307696560551","-274.0,280.0"
"-188.63196977947575,235.01687719015632","-274.0,280.0"
"-236.28931237709853,259.5740660759262","-274.0,280.0"
"-250.97287152243985,263.82382455932884","-274.0,280.0"
"-22.337585855826013,148.83079411632977","-274.0,280.0"
"-234.63093035881587,241.93058033663328","-274.0,280.0"
"-246.6183350229541,264.0689544401181","-274.0,280.0"
"247.5195836500401,8.029514279994963","-274.0,280.0"
"-249.3158425198299,261.9348995872621","-274.0,280.0"
"-228.73114018236117,249.60547091973967","-274.0,280.0"
"-119.26290260911856,198.5123248586672","-274.0,280.0"
"239.00203574822808,-274.92297841981053","-274.0,280.0"
"255.2873488497765,-311.4722394521523","-274.0,280.0"
"-134.60914631025298,-143.50362121593207","-274.0,280.0"
"-223.4562572190544,161.66562810873242","-274.0,280.0"
"-231.73461851890326,256.3292902487832","-274.0,280.0"
"262.7962916893202,0.3251294411112374","-274.0,280.0"
"-207.89864766989652,243.09023600702722","263.5,280.0"
"263.49809833953697,266.84941970142756","263.5,280.0"
"263.49544024332425,274.46485882293837","263.5,280.0"
"-40.76716110090695,-78.66385310934857","263.5,280.0"
"263.49894129093826,272.408600823098","263.5,280.0"
"3.563801719341427,-51.85028936062008","263.5,280.0"
"206.04777020806068,136.613334544003","263.5,280.0"
"-22.919777447357774,81.45420784503222","263.5,280.0"
"263.4999780667099,279.6007166961547","263.5,280.0"
"263.49429883946493,265.3702736644507","263.5,280.0"
"263.49399679647354,257.6079080770844","263.5,280.0"
"263.4989991666766,275.1061847465509","263.5,280.0"
"263.49998449760454,279.64647542368425","263.5,280.0"
"75.52435754210455,-188.2366221509874","263.5,280.0"
"263.49597875262356,264.94208229424","263.5,280.0"
"263.49365053476504,262.43600244202275","263.5,280.0"
"263.49978661948944,260.7784018609857","263.5,280.0"
"263.4943160198236,266.75296175359676","263.5,280.0"
"263.49999875663076,279.9582260521343","263.5,280.0"
"263.49917197272634,272.15807065638614","263.5,280.0"
"263.46529119666116,-4.753930491028996","263.5,280.0"
"263.332741795711,184.43059474645997","263.5,280.0"
"263.49978168359826,278.3342373047906","263.5,280.0"
"168.3292262469913,-122.08503634668887","263.5,280.0"
"146.7546916565043,-152.25113258510828","263.5,280.0"
